Sl No,Level,Country,Number of Vote,Date of Votes,Title in English,Title in German,Title in French,Title in Italien,Number of Yes-Votes in National Council,Number of No-Votes in National Council,Number of Abstentions in National Council,Number of Yes-Votes in States Council,Number of No-Votes in States Council,Number of Abstentions in States Council,Recommendation of Government,Total Electorate,Citizen Abroad,Number Of Voters,Empty Ballot Sheets,Invalid Ballot Sheets,Yes Votes,No Votes,Number of States accepting,Number of States rejecting,Linked Vote Status,Linked Vote,Without Response,Tie-Break Question: Number of People Supporting,Tie-Break Question: Number of State Supporting,Tie-Break Question: Without Response,Institutions,Number of Signatures,Number of Cantons attained (Referendum),Committee name,Comments,Theme codes,Turnout,Valid Ballot Sheets,Yes [%],No [%],Result,Def. Result
485,Country,Switzerland,140,1946-02-10,Federal decree on citizen's initiative concerning regulation of goods traffic (counter proposal),Bundesbeschluss über das Volksbegehren betreffend eine Gütertransportordnung (Gegenentwurf),Arrêté fédéral sur la demande d'initiative concernant la réglementation du transport des marchandises (contre-projet),Decreto federale sull'iniziativa popolare concernente l'organizzazione del trasporto di merci' (Controprogetto),,,,,,,None,1347483,0,878675,14857,2317,289935,571566,1,21,none,,,0,,0,Constitutional Referendum (Counter-draft),384760,,LITRA (Vertreter von FDP  KK  SP  BGB und Jungbauern),Wortlaut des Art. 23ter BV: "Der Bund ordnet auf dem Wege der Gesetzgebung im Sinne von Art. 89  Absatz 2  der Bundesverfassung den Verkehr auf der Eisenbahn sowie die motorisierten Transporte auf der öffentlichen Strasse  zu Wasser oder in der Luft  unter Wahrung der Interessen der Volkswirtschaft und der Landesverteidigung. Zu diesem Zweck regelt die Gesetzgebung im besonderen die Zusammenarbeit und den Wettbewerb der Verkehrsmittel. Dabei kann sie nötigenfalls vom Grundsatz der Handels- und Gewerbefreiheit abweichen.","Transport policy | Structural policy | none",65.19,861501,33.65,66.35,no,
486,Country,Switzerland,139,1945-11-25,Counter proposal to the citizen's initiative "For the family" ,Bundesbeschluss über das Volksbegehren 'Für die Familie' (Gegenentwurf),Arrêté fédéral sur la demande d'initiative pour la famille (contre-projet),Decreto federale sull'iniziativa popolare sulla 'protezione della famiglia' (Controprogetto),,,,,,,None,1341980,0,745227,24738,1610,548601,170278,21.5,0.5,none,,,0,,0,Constitutional Referendum (Counter-draft),168730,,Katholisch-Konservative Volkspartei,,"Maternity insurance | Housing | Family policy",55.52,718879,76.31,23.69,yes,
487,Country,Switzerland,138,1945-01-21,Federal law on Swiss federal railways,Bundesgesetz über die Schweizerischen Bundesbahnen,Loi fédérale sur les chemins de fer fédéraux,Legge federale concernente le Ferrovie federali svizzere,,,,,,,Acceptance,1327961,0,702401,15300,1461,388831,296809,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),35493,,,,"Rail transport | Budget cuts and remediation measures | none",52.88,685640,56.71,43.29,yes,
488,Country,Switzerland,137,1944-10-29,Federal fair trade law ,Bundesgesetz über den unlauteren Wettbewerb,Loi fédérale sur la concurrence déloyale,Legge federale sulla 'concorrenza sleale',,,,,,,None,1324498,0,674469,22482,2569,343648,305770,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),31181,,,,"Competition policy | none | none",50.91,649418,52.92,47.08,yes,
489,Country,Switzerland,136,1942-05-03,Citizen's initiative "Reorganisation of the National Council",Eidgenössische Volksinitiative 'für die Reorganisation des Nationalrates',Initiative populaire concernant la réorganisation du Conseil national,Iniziativa popolare 'per la riorganizzazione del Consiglio nazionale',,,,,,,None,1283487,0,660818,30543,1825,219629,408821,0.5,21.5,none,,,0,,0,Initiative (Formulated Draft),75740,,Landesring der UnabhängigenAlliance des Indépendants,,"Parliament | Electoral system | none",51.49,628450,34.95,65.05,no,
490,Country,Switzerland,135,1942-01-25,Citizen's initiative "Popular election of the Federal Council and increase in the number of members",Eidgenössische Volksinitiative 'für die Wahl des Bundesrates durch das Volk und die Erhöhung der Mitgliederzahl',Initiative populaire tendant à l'augmentation du nombre des membres du Conseil fédéral et à son élection par le peuple,Iniziativa popolare 'per l'aumento del numero dei membri del Consiglio federale e l'elezione di esso da parte del popolo',,,,,,,None,1278688,0,792424,13381,3311,251605,524127,,22,none,,,0,,0,Initiative (Formulated Draft),157081,,Sozialdemokratische ParteiParti socialiste suisse,,"Government, administration | Electoral system | Citizens' rights",61.97,775732,32.43,67.57,no,
491,Country,Switzerland,134,1941-03-09,Citizen's initiative "Reform of liquor legislation",Eidgenössische Volksinitiative 'zur Neuordnung des Alkoholwesens',Initiative populaire pour la revision des articles 31  32bis et 32quater de la constitution fédérale ,Iniziativa popolare 'per la revisione del regime degli alcool.',,,,,,,None,1261361,0,774843,14681,2422,304867,452873,,,none,,,0,,0,Initiative (General Suggestion),129584,,Innerschweizer Bauernbund,,"Addictive substances | Crop production | none",61.43,757740,40.23,59.77,no,
492,Country,Switzerland,133,1940-12-01,Federal law on amendment to articles 103 and 104 of federal law of 12 May 1907 on military organisation (introduction of compulsory military pre-training),Bundesgesetz über die Abänderung der Art. 103 und 104 des Bundesgesetzes vom 12. April 1907 betreffend die Militärorganisation (Einführung des obligatorischen militärischen Vorunterrichts),Loi fédérale modifiant les articles 103 et 104 de la loi du 12 avril 1907 sur l'organisation militaire. (Obligation de l'instruction militaire préparatoire.),Legge federale che modifica gli articoli 103 e 104 della legge del 12 aprile 1907 sull'organizzazione militare (Istruzione premilitare obbligatoria),,,,,,,None,1254578,0,798085,14716,3122,345430,434817,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),48812,,,Die 'religiösen Jugendverbände' (Vaterland 23.8.1940  Nr. 198  2. Blatt): Verband katholischer Jugendorganisationen  Schweizer. Katholische Volksverein  Katholischer Lehrerverein der Schweiz. Kirchliche Kreise?  in Schweizerische Handelszeitung  15. August 1940  Nr. 33  Seite 3.,"Military training | Electoral system | none",63.61,780247,44.27,55.73,no,
493,Country,Switzerland,132,1939-12-03,Federal law on changing conditions of service and insurance of federal employees,Bundesgesetz über die Aenderung des Dienstverhältnisses und der Versicherung des Bundespersonals,Loi fédérale modifiant le statut des fonctionnaires et les conditions d'assurance du personnel fédéral,Legge federale sulla 'modificazione dell'ordinamento dei funzionari federali e delle condizioni d'assicurazione del personale federale',,,,,,,None,1241404,0,792899,19524,2102,290238,481035,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),40379,,,'Elefanten'komitee und Genfer Komitee unter Führung von Dr. Béguin.,"Government, administration | Occupational benefits provision | Budget cuts and remediation measures",63.86,771273,37.63,62.37,no,
494,Country,Switzerland,131,1939-06-04,Federal decree on supplement to the Federal Constitution for setting up and partial guarantee of credits to increase national defence and combat unemployment,Bundesbeschluss betreffend Ergänzung der Bundesverfassung für die Eröffnung und teilweise Deckung von Krediten zum Ausbau der Landesverteidigung und zur Bekämpfung der Arbeitslosigkeit,Arrêté fédéral complétant la constitution fédérale en vue de l'octroi et de la couverture partielle de crédits destinés au renforcement de la défense nationale et à la lutte contre le chômage,Decreto federale che completa la Costituzione federale per la concessione e la parziale copertura dei crediti destinati al rafforzamento della difesa nazionale e alla lotta contro la disoccupazione,,,,,,,None,1226873,0,671453,24871,1420,445622,199540,19,3,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Armed forces - general | Employment policy | Road construction",54.72,645162,69.07,30.93,yes,
495,Country,Switzerland,129,1939-01-22,Citizen's initiative "Maintaining and protecting the constitutional rights of citizens" (extension of constitutional jurisdiction),Eidgenössische Volksinitiative 'zur Wahrung der verfassungsmässigen Rechte der Bürger (Erweiterung der Verfassungsgerichtsbarkeit)',Initiative populaire pour l'extension de la juridiction constitutionnelle (revision de l'article 113 de la constitution),Iniziativa popolare 'per l'estensione della giurisdizione costituzionale',,,,,,,None,1223536,0,569561,77687,3211,141323,347340,,22,none,,,0,,0,Initiative (Formulated Draft),58690,,Ad-hoc-KomiteeComité ad-hoc,,"Courts | Legislative procedure | Referendum",46.54,488663,28.92,71.08,no,
496,Country,Switzerland,130,1939-01-22,Federal decree on the citizen's initiative to restrict application of the emergency clause (counter-proposal),Bundesbeschluss über das Volksbegehren für Einschränkung der Anwendung der Dringlichkeitsklausel (Gegenentwurf),Arrêté fédéral sur la demande d'initiative tendant à restreindre l'emploi de la clause d'urgence (contre-projet),Decreto federale sull'iniziativa popolare sulla limitazione dell'applicazione della clausola d'urgenza (Controprogetto),,,,,,,None,1223536,0,569561,65459,3046,346024,155032,21,1,none,,,0,,0,Constitutional Referendum (Counter-draft),289765,,Sozialdemokratische Partei  Schweizerischer Gewerkschaftsbund  Foederativverband  Christlich-nationaler Gewerkschaftsbund  Schweizerischer Verband evangelischer ArbeitnehmerParti socialiste suisse  Union syndicale suisse,,"Parliament | Legislative procedure | Referendum",46.54,501056,69.06,30.94,yes,
497,Country,Switzerland,128,1938-11-27,Federal decree on transitional ordering of the budget,Bundesbeschluss betreffend die Uebergangsordnung des Finanzhaushaltes,Arrêté fédéral concernant le régime transitoire des finances fédérales,Decreto federale concernente l'ordinamento transitorio delle finanze federali,,,,,,,None,1223336,0,738307,30951,2431,509387,195538,21,1,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Financial system | Tax policy | Pension insurance",60.34,704925,72.26,27.74,yes,
498,Country,Switzerland,127,1938-07-03,Swiss penal code,Schweizerisches Strafgesetzbuch,Code pénal suisse,Codice penale svizzero,,,,,,,None,1219755,0,695939,23455,2016,358438,312030,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),70942,,,,"Criminal law | Division of tasks | State security",57.06,670468,53.46,46.54,yes,
499,Country,Switzerland,126,1938-02-20,Counter proposal to the citizen's initiative "Private arms industry",Gegenvorschlag zur eidgenössischen Volksinitiative "Private Rüstungsindustrie",Contre-projet à l'initiative populaire contre l'industrie privée des armements [Modification de l'article 41 de la constitution],,,,,,,,None,1216756,0,661022,52896,35542,394052,149025,22,,linked,Citizen's initiative "Private arms industry",,0,,0,Constitutional Referendum (Counter-draft),56848,,Europa-Union und Links-Pazifisten,,"Arms | Structural policy | none",54.33,572581,72.56,27.44,yes,yes
500,Country,Switzerland,124,1938-02-20,Federal decree on revision of articles 107 and 116 of the Federal Constitution (recognition of Rhaeto-Romanic as a national language),Bundesbeschluss über die Revision der Art. 107 und 116 der Bundesverfassung (Anerkennung des Rätoromanischen als Nationalsprache),Arrêté fédéral revisant les articles 107 et 116 de la constitution fédérale (reconnaissance du romanche comme langue nationale),Decreto federale sul 'riconoscimento del romancio come lingua nazionale' (art. 107 e 116 della Costituzione federale),,,,,,,None,1216756,0,661022,24692,8512,574991,52827,22,,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Language policy | none | none",54.33,627818,91.59,8.41,yes,
501,Country,Switzerland,125,1938-02-20,Citizen's initiative "Emergency law and maintenance and protection of people's rights" (submission of emergency law to optional referendum),Eidgenössische Volksinitiative 'betreffend die dringlichen Bundesbeschlüsse und die Wahrung der demokratischen Volksrechte' ,Initiative populaire tendant à modifier le référendum facultatif (revision de l'article 89  2e alinéa  de la constitution),Iniziativa popolare concernente la clausola d'urgenza e diritti democratici (referendum facoltativo),,,,,,,None,1216756,0,661022,63433,21756,87638,488195,,22,none,,,0,,0,Initiative (Formulated Draft),53416,,Kommunistische ParteiParti communiste,,"Parliament | Legislative procedure | Referendum",54.33,575833,15.22,84.78,no,
502,Country,Switzerland,126,1938-02-20,Citizen's initiative "Private arms industry",Bundesbeschluss über die Volksinitiative 'Private Rüstungsindustrie',Arrêté fédéral concernant l'initiative populaire contre l'industrie privée des armements,Decreto federale sull'iniziativa popolare concernente 'l'industria privata degli armamenti',,,,,,,None,1216756,0,661022,52896,35542,65938,419013,,22,linked,Counter proposal to the citizen's initiative "Private arms industry",,0,,0,Initiative (Formulated Draft),56848,,Europa-Union und Links-Pazifisten,,"Arms | Structural policy | none",54.33,572581,13.6,86.4,no,
503,Country,Switzerland,123,1937-11-28,Citizen's initiative "Prohibition of freemasonry",Eidgenössische Volksinitiative 'für ein Verbot der Freimaurerei',Initiative populaire concernant la revision partielle de l'article 56 de la constitution fédérale (interdiction des sociétés franc-maçonniques et associations similaires),Iniziativa popoplare 'per il divieto della massoneria e delle associazioni similari',,,,,,,None,1187637,0,783116,30578,2231,234980,515327,1,21,none,,,0,,0,Initiative (Formulated Draft),56238,,Schweizerische Heimatwehr  Faschistische Bewegung,,"State security | Fundamental rights | none",65.94,750307,31.32,68.68,no,
504,Country,Switzerland,122,1935-09-08,Citizen's initiative "Total revision of the Constitution",Eidgenössische Volksinitiative 'für eine Totalrevision der Bundesverfassung',Initiative populaire pour la revision totale de la constitution,Iniziativa popolare 'per la revisione totale della Costituzione',,,,,,,None,1193941,0,727063,17853,1497,196135,511578,,,none,,,0,,0,Constitutional Initiative (Total Revision),78050,,Diverse Frontisten und Jungkonservative,Volkinitiative zur Totalrevision der Bundesverfassung  also kein Ständemehr.,"Constitution | none | none",60.9,707713,27.71,72.29,no,
505,Country,Switzerland,121,1935-06-02,Citizen's initiative "Measures against the economic crisis",Eidgenössische Volksinitiative 'zur Bekämpfung der Wirtschaftskrise',Initiative populaire pour combattre la crise économique et ses effets,Iniziativa popolare per combattere la crisi economica e il disagio,,,,,,,None,1194129,0,1007285,12575,2043,425242,567425,5,17,none,,,0,,0,Initiative (Formulated Draft),334699,,Sozialdemokratische Partei  Schweizerischer Gewerkschaftsbund  Foederativverband  Christlichnationaler Gewerkschaftsbund  Schweizerischer Verband evangelischer ArbeitnehmerParti socialiste suisse  Union syndicale suisse,,"Short-term economic policy | Employment policy | Monetary policy",84.34,992667,42.84,57.16,no,
506,Country,Switzerland,120,1935-05-05,Federal law on regulating transport of goods and animals in motor vehicles on public roads,Bundesgesetz über die Regelung der Beförderung von Gütern und Tieren mit Motorfahrzeugen auf öffentlichen Strassen (Verkehrsteilungsgesetz),Loi fédérale réglant le transport de marchandises et d'animaux sur la voie au moyen de véhicules automobiles. (Loi sur le partage du trafic.),Legge federale che regola il trasporto delle merci e degli animali sulle strade pubbliche per mezzo di autoveicoli (legge sulla ripartizione del traffico),,,,,,,None,1190054,0,751726,30393,1210,232954,487169,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),100823,,,,"Transport policy | Structural policy | none",63.16,720123,32.35,67.65,no,
507,Country,Switzerland,119,1935-02-24,Federal law on amendment to federal law of 12 April 1907 on organisation of the military (reorganising training),Bundesgesetz über die Abänderung des Bundesgesetzes vom 12. April 1907 betreffend die Militärorganisation (Neuordnung der Ausbildung),Loi fédérale modifiant celle du 12 avril 1907 sur l'organisation militaire (Réorganisation de l'instruction),Legge federale che modifica quella del 12 aprile 1907 concernente l'organizzazione militare (riordinamento dell'istruzione),,,,,,,None,1189573,0,950680,11459,2267,507434,429520,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),76176,,,,"Military training | none | none",79.91,936954,54.16,45.84,yes,
508,Country,Switzerland,118,1934-03-11,Federal law on defence of public order,Bundesgesetz über den Schutz der öffentlichen Ordnung,Loi fédérale sur la protection de l'ordre public,Legge federale per la protezione dell'ordine pubblico,,,,,,,None,1167508,0,922184,11431,2682,419399,488672,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),146643,,,,"State security | Fundamental rights | Freedom of the media",78.98,908071,46.19,53.81,no,
509,Country,Switzerland,117,1933-05-28,Federal law on temporary lowering of salaries of federal employees,Bundesgesetz über die vorübergehende Herabsetzung der Besoldungen  Gehälter und Löhne der im Dienste des Bundes stehenden Personen,Loi fédérale réduisant temporairement les traitements et salaires des personnes au service de la Confédération,Legge federale che riduce temporaneamente gli stipendi e i salari delle persone al servizio della Confederazione,,,,,,,None,1154963,0,929849,11164,1959,411536,505190,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),325622,,,,"Government, administration | Budget cuts and remediation measures | none",80.51,916726,44.89,55.11,no,
510,Country,Switzerland,115,1931-12-06,Federal law on old age-  widows- and orphans insurance,Bundesgesetz über die Alters- und Hinterlassenenversicherung,Loi fédérale sur l'assurance-vieillesse et survivants,Legge federale sull'assicurazione per la vecchiaia ed i superstiti,,,,,,,None,1124881,0,879063,24846,2673,338032,513512,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),60898,,,,"Pension insurance | none | none",78.15,851544,39.7,60.3,no,
511,Country,Switzerland,116,1931-12-06,Federal law on taxation of tobacco,Bundesgesetz über die Besteuerung des Tabaks,Loi fédérale sur l'imposition du tabac,Legge federale concernente l'imposizione sul tabacco,,,,,,,None,1124881,0,879063,27498,2593,423523,425449,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),42492,,,,"Indirect taxation | Pension insurance | none",78.15,848972,49.89,50.11,no,
512,Country,Switzerland,113,1931-03-15,Federal decree on revision of article 72 of the Federal Constitution (election of National Council),Bundesbeschluss über die Revision des Art. 72 der Bundesverfassung (Wahl des Nationalrats),Arrêté fédéral concernant la revision de l'article 72 de la constitution (élection du Conseil national),Decreto federale concernente la revisione dell'articolo 72 della Costituzione federale (elezione del consiglio nazionale),,,,,,,None,1104113,0,590442,38517,2490,296053,253382,13.5,8.5,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Electoral system | Parliament | none",53.47,549435,53.88,46.12,yes,
513,Country,Switzerland,114,1931-03-15,Federal decree on revision of articles 76  96(1) and 105(2) (term of office of National Council  Federal Council and Federal Chancellor),Bundesbeschluss über die Revision der Art. 76  96   Abs. 1  und 105  Abs. 2  der Bundesverfassung (Amtsdauer des Nationalrats  des Bundesrats und des Bundeskanzlers),Arrêté fédéral concernant la revision des articles 76  96  1er et 3e alinéas  et 105  2e alinéa  de la constitution (durée du mandat du Conseil national  du Conseil fédéral et du chancelier de la Confédération),Decreto federale concernente la revisione degli articoli 76  96  primo capoverso  e 105  secondo capoverso della Costituzione federale (durata in carica del Consiglio nazionale  del Consiglio federale e del Cancelliere della Confederazione),,,,,,,None,1104113,0,590442,33477,2108,297938,256919,16,6,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Government, administration | Parliament | Electoral system",53.47,554857,53.7,46.3,yes,
514,Country,Switzerland,112,1931-02-08,Federal decree on the citizen's initiative for revision of article 12 of the Federal Constitution (ban on religious orders) (counter-proposal),Bundesbeschluss über das Volksbegehren um Revision des Artikels 12 der Bundesverfassung (Ordensverbot) (Gegenentwurf),Arrêté fédéral sur la demande d'initiative concernant la revision de l'article 12 de la constitution fédérale (interdiction des décorations) (contre-projet),Decreto federale sulla domanda d'iniziativa per la revisione dell'articolo 12 della  Costituzione federale (divieto di accettare decorazioni) (controprogetto),,,,,,,None,1100670,0,460440,39649,2142,293845,124804,17,5,none,,,0,,0,Constitutional Referendum (Counter-draft),75234,,Neue Helvetische Gesellschaft und zum Teil freisinnige Kreise,,"Independence | Armed forces - general | none",41.83,418649,70.19,29.81,yes,
515,Country,Switzerland,111,1930-04-06,Federal decree on revision of articles 31 and 32(2) of the Federal Constitution and adoption of a new article 32(4) (alcoholic beverages),Bundesbeschluss betreffend die Revision der Art. 31 und 32bis der Bundesverfassung (Alkoholwesen),Arrêté fédérale concernant la revision des articles 31 et 32bis de la constitution fédérale  (régime des alcools),Decreto federale concernente la revisione degli articoli 31 e 32bis della costituzione federale (ordinamento degli alcoli),,,,,,,None,1093191,0,827636,9980,1767,494248,321641,17,5,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Addictive substances | Indirect taxation | Crop production",75.7,815889,60.58,39.42,yes,
516,Country,Switzerland,109,1929-05-12,Citizen's initiative "Legislative authority in the area of road traffic",Eidgenössische Volksinitiative 'betreffend die Gesetzgebung über den Strassenverkehr',Initiative populaire concernant la circulation routière,Iniziativa popolare concernente la circolazione stradale,,,,,,,None,1075950,0,700279,29684,2163,248350,420082,3,19,none,,,0,,0,Initiative (Formulated Draft),51580,,Strassenverkehrsliga: ACS  Autogewerbe von Zürich,,"Road transport | Intergovernmental relations | Indirect taxation",65.08,668432,37.15,62.85,no,
517,Country,Switzerland,110,1929-05-12,Citizen's initiative "Prohibition of spirits",Volksbegehren für das Kantons- und Gemeindeverbotsrecht für gebrannte Wasser  die zum Genuss bestimmt sind,Initiative populaire concernant le droit des cantons et des communes d'interdire les boissons distillées,Iniziativa popolare concernente il diritto dei Cantoni e dei Comuni di proibire le bevande distillate,,,,,,,None,1075950,0,714510,18274,1718,226794,467724,0.5,21.5,none,,,0,,0,Initiative (Formulated Draft),154761,,Zentralstelle zur Bekämpfung des Alkoholismus,,"Addictive substances | none | none",66.41,694518,32.65,67.35,no,
518,Country,Switzerland,107,1929-03-03,Counter proposal to the citizen's initiative "Supply of cereals",Gegenvorschlag zur eidgenössischen Volksinitiative "Getreideversorgung",Contre-projet à l'initiative populaire visant l'insertion d'un article 23bis dans la constitution fédérale (approvisionnement du pays en blé) [Insertion d'un article 23bis dans la constitution],,,,,,,,None,1071934,0,720983,15926,9446,461176,228357,21,1,linked,Citizen's initiative "Supply of cereals",,0,,0,Constitutional Referendum (Counter-draft),77062,,Schweizerischer Handels- und Industrieverein  Schweizerischer Gewerbeverband  Zentralverband schweizerischer Arbeitgeber-Organisationen,,"Crop production | National economic supply | none",67.26,690491,66.88,33.12,yes,yes
519,Country,Switzerland,108,1929-03-03,Federal law on amendment to article 14 of the Federal Constitution of 10 October 1902 on Swiss customs duty,Bundesgesetz betreffend Abänderung von Art.14 des Bundesgesetzes vom 10. Oktober 1902 betreffend den schweizerischen Zolltarif,Loi fédérale modifiant l'article 14 de la loi fédérale du 10 octobre 1902 sur le tarif des douanes suisses,Legge federale che modifica l'art. 14 della legge federale del 10 ottobre 1902 sulla tariffa doganale  svizzera,,,,,,,None,1071934,0,720983,34359,2288,454535,229801,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),114243,,,,"Crop production | National economic supply | none",67.26,684336,66.42,33.58,yes,
520,Country,Switzerland,107,1929-03-03,Citizen's initiative "Supply of cereals",Bundesbeschluss über die Volksinitiative 'Getreideversorgung',Arrêté fédéral concernant l'initiative populaire visant l'insertion d'un article 23bis dans la constitution fédérale (approvisionnement du pays en blé),Decreto federale sull'iniziativa popolare 'per l'approvvigionamento della Svizzera con grano',,,,,,,None,1071934,0,720983,15926,9446,18487,672004,,22,linked,Counter proposal to the citizen's initiative "Supply of cereals",,0,,0,Initiative (Formulated Draft),77062,,Schweizerischer Handels- und Industrieverein  Schweizerischer Gewerbeverband  Zentralverband schweizerischer Arbeitgeber-Organisationen,,"Crop production | National economic supply | none",67.26,690491,2.68,97.32,no,
521,Country,Switzerland,106,1928-12-02,Citizen's initiative "Casinos",Eidgenössische Volksinitiative 'Kursaalspiele (Spielbanken)',Initiative populaire portant modification de l'article 35 de la Constitution (initiative populaire en faveur du maintien des kursaals et de l'encouragement du tourisme en Suisse),Iniziativa popolare per il mantenimento dei Kursaal e per il promovimento delle industrie turistiche in Isvizzera,,,,,,,None,1067754,0,592849,20248,1678,296395,274528,14.5,7.5,none,,,0,,0,Initiative (Formulated Draft),131017,,Fremdenverkehrsverbände  Kursaalgesellschaften,,"Structural policy | Lottery and gambling | none",55.52,570923,51.92,48.08,yes,
522,Country,Switzerland,105,1928-05-20,Federal decree on revision of article 44 of the Federal Constitution (Reduction of number of foreigners),Bundesbeschluss betreffend Revision des Art. 44 der Bundesverfassung (Massnahmen gegen die Ueberfremdung),Arrêté fédéral concernant la revision de l'article 44 de la Constitution (naturalisations),Decreto federale concernente le naturalizzazioni (art.44 della Costituzione federale)),,,,,,,None,1050683,0,475391,26688,1238,316250,131215,19.5,2.5,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Immigration policy | Citizenship | none",45.25,447465,70.68,29.32,yes,
523,Country,Switzerland,104,1927-05-15,Federal law on automobile and cycle traffic,Bundesgesetz über den Automobil- und Fahrradverkehr,Loi fédérale sur la circulation des automobiles et des cycles,Legge federale sulla circolazione degli automobili e dei velocipedi,,,,,,,None,1038136,0,600601,25652,1275,230287,343387,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),91781,,,,"Road transport | Intergovernmental relations | none",57.84,573674,40.14,59.86,no,
524,Country,Switzerland,103,1927-05-15,Federal decree concerning amendment to article 30 of the Federal Constitution,Bundesbeschluss betreffend die Abänderung des Artikels 30 der Bundesverfassung (Internationale Alpenstrassen),Arrêté fédéral concernant la révision de l'article 30 de la Constitution (routes alpestres internationales),Decreto federale che modifica l'articolo 30 della Costituzione federale (strade alpine internazionali),,,,,,,None,1038136,0,574214,39566,1137,334206,199305,21,1,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Heavy traffic | Intergovernmental relations | none",55.31,533511,62.64,37.36,yes,
525,Country,Switzerland,102,1926-12-05,Federal decree on adopting a new article 23(2) into the Federal Constitution relating to national provision of grain,Bundesbeschluss über die Aufnahme eines neuen Artikels 23bis in die Bundesverfassung betreffend die Getreideversorgung des Landes,Arrêté fédéral du 21 avril 1926 portant addition à la constitution fédérale d'un article 23bis sur l'approvisionnement du pays en céréales,Decreto federale per l'aggiunta  alla Costituzione federale  di un nuovo articolo 23bis concernente l'approvvigionamento del paese con cereali,,,,,,,None,1034547,0,752234,11378,2300,366507,372049,9,13,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Crop production | National economic supply | none",72.7,738556,49.62,50.38,no,
526,Country,Switzerland,101,1925-12-06,Federal decree on disability  old age-  widows- and orphans insurance,Bundesbeschluss betreffend die Alters-  Hinterlassenen- und Invalidenversicherung,Arrêté fédéral concernant l'assurance en cas de vieillesse  l'assurance des survivants et l'assurance en cas d'invalidité,Decreto federale concernente 'l'assicurazione per la vecchiaia e per i superstiti e contro l'invalidità',,,,,,,None,1019522,0,643066,12809,1786,410988,217483,16.5,5.5,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Pension insurance | Indirect taxation | none",63.08,628471,65.39,34.61,yes,
527,Country,Switzerland,100,1925-10-25,Federal decree concerning temporary and permanent residence of foreigners,Bundesbeschluss betreffend Aufenthalt und Niederlassung der Ausländer,Arrêté fédéral concernant le séjour et l'établissement des étrangers ,Decreto federale concernente la dimora e il domicilio degli stranieri,,,,,,,None,1017692,0,691544,71838,5053,382381,232272,18.5,3.5,none,,,0,,0,Constitutional Referendum (Partialrevision),0,,,,"Immigration policy | none | none",67.94,614653,62.21,37.79,yes,
528,Country,Switzerland,99,1925-05-24,Citizen's initiative "Disability  old age-  widows- and orphans insurance",Eidgenössische Volksinitiative 'für eine Invaliditäts-  Alters- und Hinterlassenenversicherung' (AHV),Initiative populaire visant l'insertion dans la constitution fédérale d'un article 34quater (création d'un fonds pour l'assurance-invalidité  vieillesse et survivants),Iniziativa popolare per l'assicurazione invalidità  vecchiaia e superstiti (Iniziativa Rothenberger),,,,,,,None,1008865,0,688402,13577,2169,282527,390129,6,16,none,,,0,,0,Initiative (Formulated Draft),78990,,Sozialdemokratische ParteiParti socialiste suisse,,"Pension insurance | Direct taxation | none",68.23,672656,42,58,no,
529,Country,Switzerland,98,1924-02-17,Federal law concerning amendment to article 41 of the Factory law of 18 June 1914/ 27 June 1919,Bundesgesetz betreffend Abänderung von Art. 41 des Fabrikgesetzes vom 18. Juni 1914 / 27. Juni 1919,Loi fédérale modifiant l'art. 41 de la loi sur les fabriques du 18 juin 1914/27 juin 1919,Legge federale che 'modifica l'art. 41 della legge sulle fabbriche del 18 giugno 1914/27 giugno 1919,,,,,,,None,995663,0,766505,7676,1981,320668,436180,,,none,,,0,,0,Optional Legislative Referendum (Federal Statutes),202224,,,,"Short-term economic policy | Working hours | none",76.98,756848,42.37,57.63,no,
